id,gdp_name,contract_type,contract_value,project_id,project_name,program_name,portfolio,slt,director_or_general_manager,start_date,end_date,month,year,actual_invoiced,invoice_type
21794,TCS,T&M,,68748,CWP - Virtualization and Server Platform,Virtualization and Server Platform,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,2552.96,T&M
21795,TCS,T&M,,68748,CWP - Virtualization and Server Platform,Virtualization and Server Platform,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,13682,T&M
21796,TCS,T&M,,68773,CWP - Communication,Communication,IT Transformation_ International_ AIR4,Mahesh Sogal,,01-01-2023,31-01-2023,1,23,19591.04,T&M
21797,TCS,T&M,,68773,CWP - Communication,Communication,IT Transformation_ International_ AIR4,Mahesh Sogal,,01-12-2022,31-12-2022,12,22,4164,T&M
21798,TCS,T&M,,68883,"CWP - Platform, Hosting, Middleware & Database Services",Platform Services,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,2910.4,T&M
21799,TCS,T&M,,68883,"CWP - Platform, Hosting, Middleware & Database Services",Platform Services,IT Infrastucture & Reliability,David Smith,,01-02-2023,28-02-2023,2,23,3210,T&M
21800,TCS,T&M,,68883,"CWP - Platform, Hosting, Middleware & Database Services",Platform Services,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,2944,T&M
21801,TCS,T&M,,74926,CWP - Network Services Voice/Video,Network Service LAN/WAN,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,4924.24,T&M
21802,TCS,T&M,,74926,CWP - Network Services Voice/Video,Network Service LAN/WAN,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,2854,T&M
21803,TCS,T&M,,79952,CWP - PDTools DevOps,PDTools DevOps,IT Transformation_ International_ AIR4,Mahesh Sogal,,01-01-2023,31-01-2023,1,23,418.14,T&M
21804,TCS,T&M,,79952,CWP - PDTools DevOps,PDTools DevOps,IT Transformation_ International_ AIR4,Mahesh Sogal,,01-12-2022,31-12-2022,12,22,5166,T&M
21805,TCS,T&M,,84040,Customer Operational Communications,Channel UI,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,16359,T&M
21806,TCS,T&M,,84040,Customer Operational Communications,Customer Communications,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,1033.2,T&M
21807,TCS,T&M,,84040,Customer Operational Communications,Customer Communications,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,5166,T&M
21808,TCS,T&M,,84078,Channels Technology Overhead Services,Business and Operational Analytics,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,16325,T&M
21809,TCS,T&M,,84078,Channels Technology Overhead Services,Channel Performance and Analytics,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,21879,T&M
21810,TCS,T&M,,84078,Channels Technology Overhead Services,Channels ACS Support,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,918.4,T&M
21811,TCS,T&M,,84078,Channels Technology Overhead Services,Channels ACS Support,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,115552,T&M
21812,TCS,T&M,,84078,Channels Technology Overhead Services,PCC / SRT,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,12790,T&M
21813,TCS,T&M,,84276,Flight Operations Data Events & Services,Data Events & Services,Enterprise Technology Services,Narayanan Krishnakumar,,01-12-2022,31-12-2022,12,22,4225,T&M
21814,TCS,T&M,,84276,Flight Operations Data Events & Services,SOA_ Operational Data Governance,Enterprise Technology Services,Matthew Schrag,,01-01-2023,31-01-2023,1,23,918.4,T&M
21815,TCS,T&M,,84276,Flight Operations Data Events & Services,SOA_ Operational Data Governance,Enterprise Technology Services,Narayanan Krishnakumar,,01-12-2022,31-12-2022,12,22,3674,T&M
21816,TCS,T&M,,84337,Account Integrity,SkyMiles and Loyalty Development,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,1784.64,T&M
21817,TCS,T&M,,84337,Account Integrity,SkyMiles and Loyalty Development,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-12-2022,31-12-2022,12,22,8477,T&M
21818,TCS,T&M,,84340,Loyalty Partnerships,SkyMiles and Loyalty Development,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,836.28,T&M
21819,TCS,T&M,,84340,Loyalty Partnerships,SkyMiles and Loyalty Development,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-12-2022,31-12-2022,12,22,23682,T&M
21820,TCS,T&M,,84343,SkyMiles Program Management,SkyMiles and Loyalty Development,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,4614.63,T&M
21821,TCS,T&M,,84343,SkyMiles Program Management,SkyMiles and Loyalty Development,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-12-2022,31-12-2022,12,22,39722,T&M
21822,TCS,T&M,,84355,Enterprise Strategic - Retail API Platform,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,2066.4,T&M
21823,TCS,T&M,,84355,Enterprise Strategic - Retail API Platform,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-12-2022,31-12-2022,12,22,2686,T&M
21824,TCS,T&M,,84358,Retail API Platform,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-12-2022,31-12-2022,12,22,1033,T&M
21825,TCS,T&M,,84358,Retail API Platform,Ancillary Engine,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,3402,T&M
21826,TCS,T&M,,84358,Retail API Platform,Ancillary Engine,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-12-2022,31-12-2022,12,22,19051,T&M
21827,TCS,T&M,,84358,Retail API Platform,Flight Engine,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-12-2022,31-12-2022,12,22,10113,T&M
21828,TCS,T&M,,84364,Inventory Tools,Inventory Tools_ Availability and Online Inventory,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,680.64,T&M
21829,TCS,T&M,,84364,Inventory Tools,Inventory Tools_ Availability and Online Inventory,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-12-2022,31-12-2022,12,22,50785,T&M
21830,TCS,T&M,,84367,Network Tools,IT RM_ Loyalty_ Ancillaries and Branded Fares,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,2722.56,T&M
21831,TCS,T&M,,84367,Network Tools,IT RM_ Loyalty_ Ancillaries and Branded Fares,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-12-2022,31-12-2022,12,22,10206,T&M
21832,TCS,T&M,,84412,"Revenue, Loyalty & Data Analytics - Shared Services APC",EQS Performance,Enterprise Technology Services,Narayanan Krishnakumar,,01-01-2023,31-01-2023,1,23,2933.2,T&M
21833,TCS,T&M,,84412,"Revenue, Loyalty & Data Analytics - Shared Services APC",EQS Performance,Enterprise Technology Services,Narayanan Krishnakumar,,01-12-2022,31-12-2022,12,22,10266,T&M
21834,TCS,T&M,,84415,Operations Technology - Shared Services APC,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,570.8,T&M
21835,TCS,T&M,,84415,Operations Technology - Shared Services APC,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,571,T&M
21836,TCS,T&M,,84421,Channels Technology - Shared Services APC,EQS Performance,Enterprise Technology Services,Narayanan Krishnakumar,,01-01-2023,31-01-2023,1,23,6676.72,T&M
21837,TCS,T&M,,84421,Channels Technology - Shared Services APC,EQS Performance,Enterprise Technology Services,Narayanan Krishnakumar,,01-12-2022,31-12-2022,12,22,33971,T&M
21838,TCS,T&M,,84421,Channels Technology - Shared Services APC,Communications_ Marketing_ Res,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,5166,T&M
21839,TCS,T&M,,84421,Channels Technology - Shared Services APC,Payments_ Offers and Core Apps,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,-297,T&M
21840,TCS,T&M,,84423,Channels Technology - Strategic,EQS Performance,Enterprise Technology Services,Narayanan Krishnakumar,,01-01-2023,31-01-2023,1,23,148.72,T&M
21841,TCS,T&M,,84423,Channels Technology - Strategic,EQS Performance,Enterprise Technology Services,Narayanan Krishnakumar,,01-12-2022,31-12-2022,12,22,6703,T&M
21842,TCS,T&M,,84989,Enterprise Strategic - AIR4 - Virgin Atlantic,Data Events & Services,Enterprise Technology Services,Narayanan Krishnakumar,,01-12-2022,31-12-2022,12,22,528,T&M
21843,TCS,T&M,,84989,Enterprise Strategic - AIR4 - Virgin Atlantic,SOA_ Operational Data Governance,Enterprise Technology Services,Matthew Schrag,,01-01-2023,31-01-2023,1,23,114.8,T&M
21844,TCS,T&M,,84989,Enterprise Strategic - AIR4 - Virgin Atlantic,SOA_ Operational Data Governance,Enterprise Technology Services,Narayanan Krishnakumar,,01-12-2022,31-12-2022,12,22,4219,T&M
21845,TCS,T&M,,84989,Enterprise Strategic - AIR4 - Virgin Atlantic,Channel UI,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,57846,T&M
21846,TCS,T&M,,84989,Enterprise Strategic - AIR4 - Virgin Atlantic,Payments_ Offers and Core Apps,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,0,T&M
21847,TCS,T&M,,84989,Enterprise Strategic - AIR4 - Virgin Atlantic,AIR4 UI,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,15541,T&M
21848,TCS,T&M,,84989,Enterprise Strategic - AIR4 - Virgin Atlantic,BFFs and Payment API,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,398.9,T&M
21643,TCS,T&M,,97714,AIR4 - Reimbursable Work,AIR4 UI,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,14331.2,T&M
21644,TCS,T&M,,97714,AIR4 - Reimbursable Work,BFFs and Payment API,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,8297.12,T&M
21645,TCS,T&M,,97714,AIR4 - Reimbursable Work,BFFs and Payment API,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,5983.5,T&M
21646,TCS,T&M,,97714,AIR4 - Reimbursable Work,BFFs and Payment API,Channels Technology,Matthew Cincera,,01-03-2023,31-03-2023,3,23,8297,T&M
21647,TCS,T&M,,97714,AIR4 - Reimbursable Work,CORE Check In,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,1116.92,T&M
21849,TCS,T&M,,84989,Enterprise Strategic - AIR4 - Virgin Atlantic,BFFs and Payment API,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,12864,T&M
21850,TCS,T&M,,84989,Enterprise Strategic - AIR4 - Virgin Atlantic,CORE Check In,Operations Technology & Innovation,Matthew Cincera,,01-12-2022,31-12-2022,12,22,2826,T&M
21851,TCS,T&M,,87976,Corporate Technology - Shared Services APC,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,1070.25,T&M
21852,TCS,T&M,,87976,Corporate Technology - Shared Services APC,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,785,T&M
21853,TCS,T&M,,87976,Corporate Technology - Shared Services APC,EQS Rev Acct and Ticketing QA,Corporate Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,15253,T&M
21854,TCS,T&M,,88983,Document Management,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,367.36,T&M
21855,TCS,T&M,,88983,Document Management,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-12-2022,31-12-2022,12,22,4271,T&M
21856,TCS,T&M,,89064,HR SAP,HR IT - SAP Development,Corporate Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,5527.36,T&M
21857,TCS,T&M,,89064,HR SAP,HR IT - SAP Development,Corporate Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,13682,T&M
21858,TCS,T&M,,89064,HR SAP,SAP CoE Security,Corporate Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,16657,T&M
21859,TCS,T&M,,89113,Enterprise Strategic - Financial Document Management,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,367.36,T&M
21860,TCS,T&M,,89113,Enterprise Strategic - Financial Document Management,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-12-2022,31-12-2022,12,22,1584,T&M
21861,TCS,T&M,,89113,Enterprise Strategic - Financial Document Management,SOA Governance and Engagements,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-12-2022,31-12-2022,12,22,10187,T&M
21862,TCS,T&M,,89155,Foundations and Migration,Service Quality Monitoring & Automation,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,223.08,T&M
21863,TCS,T&M,,89155,Foundations and Migration,Service Quality Monitoring & Automation,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,1710,T&M
21864,TCS,T&M,,89155,Foundations and Migration,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,4668.66,T&M
21865,TCS,T&M,,89155,Foundations and Migration,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-02-2023,28-02-2023,2,23,2760.32,T&M
21866,TCS,T&M,,89155,Foundations and Migration,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,2069,T&M
21867,TCS,T&M,,89155,Foundations and Migration,EQS Performance,Enterprise Technology Services,Narayanan Krishnakumar,,01-12-2022,31-12-2022,12,22,1914,T&M
21868,TCS,T&M,,89155,Foundations and Migration,Network Security,Information Security & Division,Deborah Wheeler,,01-01-2023,31-01-2023,1,23,4181.4,T&M
21869,TCS,T&M,,89155,Foundations and Migration,Network Security,Information Security & Division,Deborah Wheeler,,01-02-2023,28-02-2023,2,23,3136.05,T&M
21870,TCS,T&M,,89155,Foundations and Migration,Network Security,Information Security & Division,Deborah Wheeler,,01-12-2022,31-12-2022,12,22,5166,T&M
21871,TCS,T&M,,89161,Data Center Consolidation,Service Quality Monitoring & Automation,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,765.28,T&M
21872,TCS,T&M,,89161,Data Center Consolidation,Service Quality Monitoring & Automation,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,3421,T&M
21873,TCS,T&M,,89307,Zulu - Loyalty Management,SOA_ Operational Data Governance,Enterprise Technology Services,Matthew Schrag,,01-01-2023,31-01-2023,1,23,2230.8,T&M
21874,TCS,T&M,,89307,Zulu - Loyalty Management,SOA_ Operational Data Governance,Enterprise Technology Services,Narayanan Krishnakumar,,01-12-2022,31-12-2022,12,22,7808,T&M
21875,TCS,T&M,,89307,Zulu - Loyalty Management,SkyMiles and Loyalty Development,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,594.88,T&M
21876,TCS,T&M,,89307,Zulu - Loyalty Management,SkyMiles and Loyalty Development,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-12-2022,31-12-2022,12,22,3569,T&M
21877,TCS,T&M,,89313,Zulu - Revenue Framework,EQS SOA and ODE QA Support,Revenue_ Loyalty & Data Analytics,Matthew Cincera,,01-01-2023,31-01-2023,1,23,148.72,T&M
21878,TCS,T&M,,89313,Zulu - Revenue Framework,EQS SOA and ODE QA Support,Revenue_ Loyalty & Data Analytics,Matthew Cincera,,01-12-2022,31-12-2022,12,22,10708,T&M
21879,TCS,T&M,,89315,Zulu - Ops Management,Data Events & Services,Operations Technology & Innovation,Narayanan Krishnakumar,,01-12-2022,31-12-2022,12,22,13682,T&M
21880,TCS,T&M,,89315,Zulu - Ops Management,EQS SOA and ODE QA Support,Revenue_ Loyalty & Data Analytics,Matthew Cincera,,01-01-2023,31-01-2023,1,23,5948.8,T&M
21881,TCS,T&M,,89315,Zulu - Ops Management,EQS SOA and ODE QA Support,Revenue_ Loyalty & Data Analytics,Matthew Cincera,,01-12-2022,31-12-2022,12,22,10708,T&M
21882,TCS,T&M,,89999,IT - 2021 WIN10,Platform_ Hosting_ Middleware & Database Services,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,5265.48,T&M
21883,TCS,T&M,,89999,IT - 2021 WIN10,Platform_ Hosting_ Middleware & Database Services,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,14128,T&M
21884,TCS,T&M,,91898,DC - Endeavor Chargeback,Channels ACS Support,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,5425.04,T&M
21885,TCS,T&M,,91898,DC - Endeavor Chargeback,Channels ACS Support,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,4786.8,T&M
21886,TCS,T&M,,91898,DC - Endeavor Chargeback,Channels ACS Support,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,8328,T&M
21887,TCS,T&M,,92261,MKT - Digital eCommerce IT Resources Chargeback,Channel UI,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,1045.35,T&M
21888,TCS,T&M,,92261,MKT - Digital eCommerce IT Resources Chargeback,Channel UI,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,2717.91,T&M
21889,TCS,T&M,,92261,MKT - Digital eCommerce IT Resources Chargeback,Channel UI,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,5166,T&M
21890,TCS,T&M,,92261,MKT - Digital eCommerce IT Resources Chargeback,EQS Digital Channels QA,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,38887.02,T&M
21891,TCS,T&M,,92261,MKT - Digital eCommerce IT Resources Chargeback,EQS Digital Channels QA,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,27597.24,T&M
21892,TCS,T&M,,92261,MKT - Digital eCommerce IT Resources Chargeback,EQS Digital Channels QA,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,62618,T&M
21893,TCS,T&M,,92289,API and Product Bundling,Retail APIs,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,3402,T&M
21894,TCS,T&M,,92289,API and Product Bundling,Retail APIs,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-12-2022,31-12-2022,12,22,10886,T&M
21895,TCS,T&M,,92860,TPF Application Monitoring Tools and DevOps Enhancements,CTT - Production Support,Enterprise Technology Services,Narayanan Krishnakumar,,01-12-2022,31-12-2022,12,22,4146,T&M
21896,TCS,T&M,,92861,IFE - Connected Cabin Pass-through,Enterprise Content,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,11807.44,T&M
21897,TCS,T&M,,92861,IFE - Connected Cabin Pass-through,Enterprise Mobility,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,1276.48,T&M
21898,TCS,T&M,,92861,IFE - Connected Cabin Pass-through,Enterprise Mobility,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,1436.04,T&M
21899,TCS,T&M,,92861,IFE - Connected Cabin Pass-through,Enterprise Mobility,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,1487,T&M
21900,TCS,T&M,,92862,Data Center Appliance Upgrade,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,8790.76,T&M
21901,TCS,T&M,,92862,Data Center Appliance Upgrade,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,11111,T&M
21902,TCS,T&M,,92862,Data Center Appliance Upgrade,Network Service LAN/WAN,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,6986.8,T&M
21903,TCS,T&M,,92862,Data Center Appliance Upgrade,Network Service LAN/WAN,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,21819,T&M
21904,TCS,T&M,,92901,IT - Client Engineering & Enterprise Applications,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,1212.95,T&M
21905,TCS,T&M,,92901,IT - Client Engineering & Enterprise Applications,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,1213,T&M
21906,TCS,T&M,,92902,IT - Platform Services,Platform Services,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,4793.6,T&M
21907,TCS,T&M,,92902,IT - Platform Services,Platform Services,IT Infrastucture & Reliability,David Smith,,01-02-2023,28-02-2023,2,23,11598.8,T&M
21908,TCS,T&M,,92902,IT - Platform Services,Platform Services,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,6810,T&M
21909,TCS,T&M,,92903,TOC Network Refresh Project,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,2974.4,T&M
21910,TCS,T&M,,92903,TOC Network Refresh Project,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,4462,T&M
21911,TCS,T&M,,92904,Enterprise Patching Factory,Virtualization and Server Platform,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,15465,T&M
21912,TCS,T&M,,92904,Enterprise Patching Factory,End User Computing Services,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,2090.7,T&M
21913,TCS,T&M,,92904,Enterprise Patching Factory,End User Computing Services,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,4959,T&M
21914,TCS,T&M,,92904,Enterprise Patching Factory,Enterprise Applications and Content Management,IT Infrastucture & Reliability,David Smith,,01-12-2022,31-12-2022,12,22,5579,T&M
21915,TCS,T&M,,94002,DLV Ã¢â‚¬â€œ Embedded eComm Team 11 Chargeback,Channel UI,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,8616.24,T&M
21916,TCS,T&M,,94002,DLV Ã¢â‚¬â€œ Embedded eComm Team 11 Chargeback,Channel UI,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,16657,T&M
21917,TCS,T&M,,94002,DLV Ã¢â‚¬â€œ Embedded eComm Team 11 Chargeback,AIR4 UI,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,3136.05,T&M
21918,TCS,T&M,,94002,DLV Ã¢â‚¬â€œ Embedded eComm Team 11 Chargeback,AIR4 UI,Channels Technology,Matthew Cincera,,01-12-2022,31-12-2022,12,22,4753,T&M
21919,TCS,T&M,,94511,TOC-AA Authoring Process Improvement Chargeback,TechOps - Engineering & Technical Publications,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,4238.52,T&M
21920,TCS,T&M,,94724,DMS-Tableau Reporting Automation Chargeback,TechOps Ã¢â‚¬â€œ DTSG,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,10112.96,T&M
21921,TCS,T&M,,94724,DMS-Tableau Reporting Automation Chargeback,TechOps Ã¢â‚¬â€œ DTSG,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,11897.6,T&M
21922,TCS,T&M,,96312,ACS - Learning Mgmt Compliance Dashboards and Reports Chargeback,Business and Operational Analytics,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,3136.05,T&M
21923,TCS,T&M,,96312,ACS - Learning Mgmt Compliance Dashboards and Reports Chargeback,Business and Operational Analytics,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,5017.68,T&M
